"","month","price","bedrooms","bathrooms","sqft_living","condition","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long"
"8397","10",612500,4,2,1690,3,1690,0,1967,0,98008,47.6149,-122.124
"8398","08",317000,3,1.75,1530,4,1530,0,1977,0,98058,47.4435,-122.128
"8399","05",585000,3,1.5,1810,4,1310,500,1929,0,98117,47.6835,-122.392
"8400","06",455000,3,1.75,1180,3,1180,0,1981,0,98045,47.4818,-121.733
"8401","12",1035000,4,4,4090,3,4090,0,1991,0,98077,47.7226,-122.039
"8402","08",497000,4,2.25,2250,4,2250,0,1968,0,98052,47.6324,-122.106
"8403","04",226750,3,1.75,1070,3,1070,0,1992,0,98023,47.2803,-122.356
"8404","08",385000,4,2,1820,3,1220,600,1950,0,98155,47.7447,-122.324
"8405","09",745000,4,2.5,2760,4,2760,0,1989,0,98075,47.5845,-122.06
"8406","06",371000,4,2.5,2550,3,2550,0,2005,0,98038,47.3526,-122
"8407","08",545000,4,2.5,2080,3,2080,0,1991,0,98029,47.5703,-121.998
"8408","04",1135000,4,2.75,3840,4,2110,1730,1963,0,98040,47.5606,-122.225
"8409","05",699950,4,3.25,3674,3,3674,0,1987,0,98166,47.4357,-122.343
"8410","10",2e+05,2,1.75,910,3,910,0,2003,0,98038,47.3493,-122.025
"8411","04",289571,3,1.5,1340,3,1340,0,1968,0,98059,47.475,-122.111
"8412","06",440000,4,2.75,2340,3,1720,620,1967,0,98155,47.7686,-122.278
"8413","11",4e+05,3,1.5,1510,3,1120,390,1960,0,98007,47.6119,-122.133
"8414","10",589000,4,2.5,2630,5,2630,0,1962,0,98027,47.5262,-122.028
"8415","03",850000,5,2.25,3100,3,3100,0,1986,0,98053,47.6624,-122.062
"8416","04",555000,2,2.25,1370,3,1200,170,2000,0,98102,47.6399,-122.32
"8417","03",470000,3,2.5,2480,3,2480,0,2004,0,98065,47.5297,-121.846
"8418","12",207000,2,1.5,1068,3,1068,0,1990,0,98028,47.753,-122.244
"8419","11",379750,4,2.75,2390,3,1620,770,1976,0,98003,47.3438,-122.322
"8420","05",709000,4,1.75,2170,3,1270,900,1950,0,98117,47.6894,-122.384
"8421","09",240000,3,2.5,1520,3,1160,360,1993,0,98092,47.3186,-122.171
"8422","02",445500,4,1.5,2210,4,1650,560,1953,0,98166,47.4321,-122.347
"8423","09",1308000,5,2.5,3200,5,1600,1600,1959,0,98199,47.6398,-122.39
"8424","03",210000,3,1.5,1160,4,1160,0,1959,0,98059,47.4919,-122.151
"8425","08",603000,4,2.5,2670,3,2670,0,1999,0,98074,47.6066,-122.016
"8426","04",720000,3,2.5,2520,3,2520,0,1987,0,98074,47.6295,-122.051
"8427","01",6e+05,3,1.75,1310,4,1310,0,1901,0,98107,47.6722,-122.379
"8428","04",725000,4,2.5,2750,4,1380,1370,1948,0,98146,47.4938,-122.364
"8429","12",409950,5,2.25,1790,3,1270,520,1961,0,98155,47.7718,-122.292
"8430","05",515000,3,2.5,1790,3,1790,0,1989,0,98074,47.6176,-122.045
"8431","05",495000,4,2.5,2400,5,1800,600,1968,0,98058,47.4485,-122.139
"8432","06",998000,4,2.25,2420,4,2420,0,1973,0,98040,47.5336,-122.225
"8433","07",630000,3,1.75,1710,4,1710,0,1986,0,98033,47.6945,-122.188
"8434","08",410000,3,1.75,2000,3,1320,680,1972,0,98177,47.7734,-122.359
"8435","08",602000,3,2.25,1580,4,1580,0,1979,0,98006,47.5503,-122.155
"8436","11",750000,4,2.75,2310,5,1310,1000,1980,0,98006,47.5515,-122.153
"8437","07",711600,4,3,3580,3,2370,1210,1991,0,98007,47.595,-122.133
"8438","08",1050000,4,4,4320,3,3190,1130,2006,0,98027,47.5369,-122.07
"8439","12",700500,3,2.5,2560,3,2560,0,1981,0,98072,47.7354,-122.095
"8440","02",710000,4,2.5,3220,3,3220,0,1991,0,98056,47.5326,-122.181
"8441","12",250000,3,2,1660,3,1010,650,1985,0,98001,47.3298,-122.277
"8442","10",350000,4,1.75,2420,5,1620,800,1964,0,98056,47.5017,-122.165
"8443","10",450000,4,2.25,1710,4,1040,670,1972,0,98034,47.719,-122.217
"8444","08",316000,5,2.5,2600,3,2600,0,2005,0,98058,47.4325,-122.146
"8445","02",392000,3,1.5,1500,4,1500,0,1970,0,98045,47.4658,-121.758
"8446","10",521000,3,3.25,1460,3,1460,0,2000,0,98103,47.6535,-122.353
"8447","08",495000,2,2,1540,3,960,580,1949,0,98117,47.6932,-122.395
"8448","11",209000,3,1.75,1250,4,1250,0,1967,0,98001,47.3364,-122.276
"8449","06",809950,4,2,2230,5,2230,0,1959,0,98005,47.5979,-122.173
"8450","09",4e+05,2,1.75,1800,3,1420,380,1950,2008,98038,47.4327,-122.06
"8451","03",415000,4,2.5,2400,3,1530,870,1980,0,98133,47.7749,-122.339
"8452","07",411000,4,2,2370,4,2370,0,1978,0,98001,47.2831,-122.279
"8453","09",825000,2,2,1830,4,1230,600,1926,0,98109,47.6359,-122.351
"8454","02",436000,3,2.25,1480,3,1480,0,2008,0,98103,47.691,-122.342
"8455","07",460000,4,2.5,2620,3,2620,0,1991,0,98058,47.4357,-122.159
"8456","08",976000,4,1.5,3120,3,1660,1460,1956,0,98199,47.646,-122.39
"8457","04",485000,4,2.5,2400,3,2400,0,1995,0,98045,47.4832,-121.799
"8458","07",429000,3,2.5,1430,3,1430,0,1984,0,98074,47.6258,-122.058
"8459","03",729000,3,2.5,2480,3,2480,0,1990,0,98006,47.5489,-122.185
"8460","04",625000,3,2.5,2280,3,2280,0,2003,0,98075,47.5901,-122.018
"8461","01",218500,3,1.75,1390,4,1390,0,1987,0,98092,47.2766,-122.146
"8462","03",480000,3,2,1300,3,1300,0,1986,0,98115,47.6728,-122.325
"8463","10",715500,3,2.25,2410,4,1540,870,1965,0,98117,47.6996,-122.391
"8464","11",432500,3,1.75,1470,3,1470,0,1963,0,98052,47.6687,-122.154
"8465","07",875000,5,4.25,4720,3,3210,1510,2005,0,98053,47.6347,-122.013
"8466","11",605000,5,2.75,2910,4,2910,0,1940,1991,98146,47.4977,-122.359
"8467","01",1688000,4,4,5000,3,5000,0,2002,0,98006,47.55,-122.103
"8468","02",318000,3,2.25,1690,5,1090,600,1982,0,98178,47.4972,-122.264
"8469","04",325000,5,2.75,2400,3,1450,950,1992,0,98188,47.4683,-122.263
"8470","11",795000,5,3.5,3330,3,2610,720,2008,0,98006,47.5567,-122.124
"8471","06",558000,4,2.25,2060,4,1320,740,1962,0,98006,47.5478,-122.174
"8472","05",370000,4,2.5,3090,3,3090,0,1995,0,98023,47.2902,-122.342
"8473","11",598850,4,2.5,2350,3,2350,0,1993,0,98074,47.6318,-122.023
"8474","10",515700,3,2.5,2180,3,2180,0,1994,0,98056,47.527,-122.173
"8475","06",458000,3,2.5,1870,3,1870,0,2003,0,98011,47.7552,-122.221
"8476","02",583500,3,2.25,3530,4,3530,0,1985,0,98042,47.3823,-122.159
"8477","07",653750,4,2.5,2460,3,2460,0,2003,0,98034,47.7072,-122.232
"8478","07",299000,3,2.5,1650,3,1650,0,2011,0,98038,47.3548,-122.055
"8479","05",532000,5,3,3480,4,2340,1140,1976,0,98027,47.4574,-122.024
"8480","07",819000,3,2.75,3176,4,2726,450,1985,0,98198,47.3429,-122.33
"8481","07",945000,4,2.25,2420,5,2000,420,1967,0,98146,47.4884,-122.363
"8482","11",608700,4,2.5,2260,3,2260,0,1983,0,98074,47.643,-122.066
"8483","05",812000,4,2,2380,4,1310,1070,1949,0,98199,47.6506,-122.405
"8484","05",464000,5,2.5,3400,4,1700,1700,1959,0,98133,47.7358,-122.335
"8485","06",950000,4,2.5,3770,3,3770,0,1989,0,98053,47.6908,-122.051
"8486","12",7e+05,4,2.5,2672,3,2020,652,2005,0,98115,47.6955,-122.289
"8487","10",229500,3,1.5,1810,4,1810,0,1954,0,98001,47.2887,-122.269
"8488","11",1575000,3,3,2610,4,2610,0,1952,0,98166,47.4414,-122.354
"8489","11",265000,3,2.25,1450,4,1180,270,1963,0,98003,47.2811,-122.299
"8490","08",995000,2,2,1600,3,1600,0,1950,0,98072,47.7344,-122.143
"8491","07",590000,3,2.5,2650,5,1680,970,1975,0,98155,47.7756,-122.273
"8492","06",740000,4,2.75,2490,3,1490,1000,1979,0,98125,47.7206,-122.284
"8493","04",548500,4,2,1820,3,1300,520,1976,0,98136,47.5161,-122.388
"8494","05",599000,3,1.75,1960,4,1090,870,1920,0,98115,47.6746,-122.312
"8495","06",615000,3,1.75,2350,4,1800,550,1978,0,98074,47.6095,-122.059
"8496","12",292000,3,1.75,1320,3,1320,0,1988,0,98168,47.4838,-122.33
"8497","10",899000,4,2.5,3720,3,3720,0,1988,0,98053,47.6651,-122.056
"8498","12",5e+05,3,1.5,2210,4,1030,1180,1912,0,98136,47.5434,-122.388
"8499","11",580000,3,2.5,1910,3,1910,0,2003,0,98074,47.6213,-122.064
"8500","05",580000,4,2.5,2840,3,2840,0,1998,0,98028,47.7386,-122.235
"8501","04",5e+05,3,2.5,2440,3,1420,1020,1981,0,98052,47.6966,-122.127
"8502","10",550000,4,2.5,2420,3,1680,740,1988,0,98029,47.5748,-122.013
"8503","04",275000,3,1.75,1180,4,1180,0,1993,0,98038,47.3531,-122.048
"8504","04",390000,3,2.25,1820,4,1820,0,1983,0,98058,47.4368,-122.162
"8505","06",1250000,3,3,3760,4,3060,700,1910,0,98116,47.5815,-122.398
"8506","08",250000,3,2.25,1560,3,1560,0,1997,0,98168,47.4989,-122.322
"8507","09",405000,2,2.5,1790,4,1790,0,1979,0,98052,47.6606,-122.128
"8508","12",232000,3,1.5,1390,4,1390,0,1963,0,98031,47.3984,-122.186
"8509","12",310000,3,1.75,1880,3,1880,0,1988,0,98001,47.3515,-122.291
"8510","09",540000,3,2.5,2520,3,2520,0,1990,0,98106,47.5664,-122.359
"8511","05",750000,4,1.5,2060,3,1580,480,1920,1990,98103,47.6857,-122.353
"8512","06",392500,4,2.5,2150,3,2150,0,2005,0,98056,47.5109,-122.183
"8513","02",305000,5,2.5,2500,3,1690,810,1962,0,98003,47.3335,-122.325
"8514","05",735000,3,2.5,2390,3,2390,0,1984,0,98052,47.6617,-122.15
"8515","07",575000,4,2.5,2400,3,2400,0,1990,0,98074,47.6187,-122.04
"8516","12",291000,4,2.5,1580,4,1580,0,1984,0,98042,47.3768,-122.118
"8517","08",791500,4,2.5,3250,3,3250,0,1994,0,98075,47.5862,-122.037
"8518","07",475000,3,2,1880,3,1180,700,1951,0,98155,47.7497,-122.284
"8519","10",470000,3,3.5,1280,3,1040,240,2000,0,98107,47.6721,-122.374
"8520","04",420000,4,1.75,2380,3,1610,770,1978,0,98074,47.6262,-122.049
"8521","04",440000,3,2.5,2040,3,2040,0,1996,0,98045,47.4876,-121.779
"8522","08",656000,4,1.75,1440,4,1290,150,1929,0,98117,47.6846,-122.372
"8523","07",559950,3,2.5,2120,3,2120,0,2001,0,98053,47.687,-122.037
"8524","11",6e+05,2,2,990,3,990,0,1935,0,98122,47.604,-122.311
"8525","04",210750,4,1.5,1840,3,1840,0,1957,0,98106,47.5185,-122.345
"8526","10",390000,3,2.5,2250,3,2250,0,1995,0,98038,47.3667,-122.041
"8527","03",405000,3,2.5,2460,4,1810,650,1970,0,98059,47.473,-122.118
"8528","02",435000,4,2.25,2210,3,1630,580,1978,0,98059,47.4774,-122.142
"8529","11",440000,3,2.5,1440,3,1440,0,2003,0,98053,47.6818,-122.034
"8530","06",299950,3,1.75,1790,3,1790,0,1978,0,98023,47.3213,-122.385
"8531","05",440000,2,1.5,1120,3,1120,0,1970,1998,98122,47.6175,-122.298
"8532","11",312620,3,2.5,1260,3,1260,0,1975,0,98045,47.4442,-121.762
"8533","06",372500,3,1.5,1180,3,800,380,1981,0,98074,47.6337,-122.032
"8534","02",297262,3,2.5,1730,3,1730,0,1994,0,98003,47.2619,-122.308
"8535","02",735000,4,3,2250,4,1250,1000,1963,0,98005,47.6045,-122.169
"8536","08",430000,3,1.5,1550,4,1550,0,1922,0,98177,47.7072,-122.36
"8537","10",241000,2,1.75,1070,3,1070,0,1995,0,98014,47.7131,-121.319
"8538","05",538000,4,1.75,1840,3,1220,620,1967,0,98052,47.6579,-122.125
"8539","05",729000,3,2.5,2440,3,2440,0,2011,0,98052,47.7057,-122.112
"8540","01",331500,4,1.75,1700,3,850,850,1955,0,98006,47.5762,-122.143
"8541","10",245000,3,2,1700,3,1700,0,1996,0,98022,47.2077,-122.011
"8542","07",427000,3,1.75,2000,4,1360,640,1956,0,98177,47.7676,-122.373
"8543","08",650500,4,1.75,2340,3,1290,1050,1953,0,98115,47.6789,-122.281
"8544","09",535000,2,2,1510,3,1510,0,1939,0,98199,47.6415,-122.401
"8545","01",360000,5,2,2120,4,1080,1040,1906,0,98144,47.5979,-122.297
"8546","02",294900,3,2.25,1500,3,1210,290,1968,0,98055,47.4632,-122.19
"8547","09",1769000,4,3.5,5440,3,5440,0,1990,0,98053,47.6605,-122.069
"8548","12",332000,5,1.5,2420,3,1500,920,1962,0,98022,47.208,-121.963
"8549","09",199500,4,2,1750,4,1750,0,1943,0,98056,47.5097,-122.181
"8550","11",247000,4,2,1750,4,1750,0,1943,0,98056,47.5097,-122.181
"8551","06",442500,4,2.5,2170,3,2170,0,1992,0,98019,47.7346,-121.97
"8552","06",6e+05,3,2,2540,3,2540,0,2007,0,98022,47.2688,-122.024
"8553","09",449000,3,2.5,1690,3,1690,0,2005,0,98053,47.6768,-122.029
"8554","12",582500,2,1.75,1990,3,1170,820,1948,0,98115,47.7,-122.296
"8555","06",305000,4,2.25,2210,4,2210,0,1968,0,98032,47.3634,-122.279
"8556","09",734000,4,2.75,3090,3,2340,750,1959,1989,98042,47.3622,-122.157
"8557","05",3e+05,3,2,1050,3,1050,0,1986,0,98019,47.7341,-121.976
"8558","05",525888,5,1.75,2550,5,1810,740,1960,0,98027,47.4845,-122.08
"8559","09",711000,4,2.5,2095,5,1295,800,1910,0,98116,47.5838,-122.39
"8560","07",360000,3,1.75,1520,3,1220,300,1978,0,98155,47.7516,-122.299
"8561","12",357000,5,2.5,2750,3,2750,0,1987,0,98031,47.419,-122.206
"8562","09",235000,3,1.75,1200,4,1200,0,1960,0,98002,47.314,-122.208
"8563","08",550000,3,1.75,1830,3,1150,680,1928,1976,98040,47.5511,-122.23
"8564","04",420000,3,2,1750,3,1410,340,1989,0,98133,47.7583,-122.339
"8565","06",450000,4,2.5,2400,3,2400,0,2003,0,98059,47.4881,-122.142
"8566","04",825000,5,3.5,4140,3,3030,1110,2004,0,98027,47.5381,-122.069
"8567","07",272000,4,2.25,2115,3,2115,0,1998,0,98002,47.285,-122.201
"8568","10",481000,3,2,2580,3,2580,0,1990,0,98166,47.4561,-122.361
"8569","06",448000,2,1.5,1630,4,890,740,1940,0,98107,47.6711,-122.403
"8570","03",480000,2,2,1350,3,1350,0,2004,0,98053,47.718,-122.034
"8571","09",475000,3,2.5,1690,3,1690,0,2004,0,98053,47.6802,-122.031
"8572","10",472500,2,2.25,1700,3,1700,0,2005,0,98029,47.547,-121.997
"8573","09",291000,4,2.25,1890,4,1260,630,1979,0,98003,47.3275,-122.329
"8574","07",1013050,4,2.5,2480,4,1820,660,1967,0,98004,47.6344,-122.205
"8575","10",442500,3,2.5,1690,3,1690,0,2002,0,98053,47.6875,-122.043
"8576","04",1582500,4,2.5,3980,3,2480,1500,1968,0,98004,47.639,-122.21
"8577","02",665000,3,2.25,2580,3,1780,800,1925,0,98144,47.5778,-122.289
"8578","08",1610000,5,4.5,6085,3,6085,0,2000,0,98014,47.6085,-121.952
"8579","07",675000,2,1.75,2140,3,1000,1140,1930,1991,98112,47.6284,-122.291
"8580","02",279900,2,1.75,1360,3,1360,0,1957,1989,98019,47.7421,-121.982
"8581","06",875000,4,1.5,1800,4,1800,0,1929,0,98103,47.6605,-122.331
"8582","08",571000,3,2.5,1920,3,1920,0,2005,0,98029,47.5538,-121.994
"8583","08",525000,3,2.5,2340,3,2340,0,1986,0,98038,47.3988,-122.028
"8584","04",137900,3,1.75,1160,3,580,580,1942,0,98178,47.503,-122.262
"8585","06",440000,3,2.25,1680,4,1680,0,1989,0,98045,47.4669,-121.765
"8586","02",271000,4,1.5,1800,4,1800,0,1977,0,98045,47.4664,-121.747
"8587","09",280000,4,2.5,2400,3,2400,0,2004,0,98001,47.3358,-122.265
"8588","09",282000,3,2.25,2420,4,1370,1050,1967,0,98023,47.3112,-122.376
"8589","12",535000,3,2.5,1850,3,1790,60,2005,0,98199,47.6475,-122.396
"8590","07",554729,4,2.5,2020,5,1730,290,1943,0,98199,47.6503,-122.41
"8591","02",868000,4,2.5,2020,5,1730,290,1943,0,98199,47.6503,-122.41
"8592","06",427000,3,2.5,1830,3,1520,310,1991,0,98045,47.4553,-121.75
"8593","11",455000,4,1.75,1920,4,960,960,1954,0,98125,47.7137,-122.315
"8594","10",595000,2,1.75,1280,3,1280,0,1953,2010,98033,47.6553,-122.19
"8595","03",4e+05,4,2.5,3130,3,3130,0,2004,0,98038,47.3446,-122.042
"8596","06",770000,4,2.5,3920,3,3920,0,1997,0,98075,47.5658,-122.032
"8597","05",742500,4,2.75,3100,3,2000,1100,1919,1996,98122,47.6158,-122.291
"8598","06",1250000,4,2.5,3220,5,1680,1540,1973,0,98006,47.5697,-122.182
"8599","08",375000,3,2,1670,3,1670,0,1968,0,98045,47.4873,-121.783
"8600","04",1557600,4,2.5,2700,4,2700,0,1960,0,98004,47.6463,-122.219
"8601","01",545000,4,2,5461,4,3265,2196,1964,0,98032,47.3557,-122.29
"8602","05",1050000,4,3.25,4400,3,4400,0,2003,0,98075,47.5868,-121.968
"8603","12",1565000,3,1.75,2190,4,2190,0,1957,0,98112,47.64,-122.285
"8604","03",178000,4,1.5,1200,4,1200,0,1970,0,98092,47.3024,-122.106
"8605","10",262500,3,1.75,1470,3,1470,0,1989,0,98031,47.4192,-122.201
"8606","04",730000,3,1.75,1650,4,1650,0,1900,0,98107,47.6743,-122.371
"8607","07",395000,5,1.75,1840,3,1360,480,1948,0,98166,47.4508,-122.368
"8608","09",299990,3,2.5,1870,3,1870,0,1989,0,98023,47.2925,-122.346
"8609","03",1125000,4,3.25,3890,3,3150,740,2001,0,98038,47.4125,-121.982
"8610","11",425000,4,2.25,2660,4,2660,0,1972,0,98059,47.4722,-122.131
"8611","11",554950,4,1.75,1740,5,870,870,1942,0,98116,47.5758,-122.382
"8612","06",580000,4,1.75,1720,3,1420,300,1975,0,98052,47.6506,-122.121
"8613","08",699000,3,2.5,2740,4,1510,1230,1977,0,98040,47.5585,-122.215
"8614","11",757000,3,2.75,2610,3,1630,980,1985,0,98033,47.6632,-122.201
"8615","07",335000,3,1.75,1400,3,1400,0,1965,0,98034,47.7312,-122.202
"8616","07",660000,3,2,2570,3,1970,600,1983,0,98052,47.7318,-122.138
"8617","04",540000,4,2.75,2830,3,2830,0,2005,0,98059,47.4868,-122.141
"8618","10",320000,5,2.25,2630,3,2630,0,1966,0,98032,47.3619,-122.287
"8619","04",280000,3,2.5,1580,3,1580,0,1994,0,98055,47.4431,-122.19
"8620","07",324000,3,2,1540,3,1540,0,1989,0,98045,47.495,-121.776
"8621","08",360000,3,1.75,1830,4,1830,0,1913,1964,98019,47.741,-121.979
"8622","06",6e+05,3,2.5,2260,3,2260,0,1987,0,98074,47.641,-122.068
"8623","05",950000,4,1.75,2500,4,1500,1000,1970,0,98040,47.5345,-122.216
"8624","07",599950,3,3.25,1830,3,1830,0,2014,0,98117,47.6945,-122.377
"8625","03",350000,4,1.75,2310,3,1780,530,1970,0,98034,47.731,-122.166
"8626","03",850000,3,2.5,2940,3,2940,0,1992,0,98006,47.5418,-122.136
"8627","01",186000,3,1.75,1460,3,1040,420,1977,0,98023,47.3199,-122.374
"8628","06",436500,5,3,3110,3,1790,1320,1977,0,98011,47.7463,-122.213
"8629","06",710000,3,2,2140,4,1070,1070,1928,0,98103,47.6902,-122.339
"8630","01",1378600,5,3.25,3450,5,1860,1590,1905,0,98122,47.6133,-122.287
"8631","04",450000,3,2.25,1960,3,1960,0,1957,0,98008,47.6319,-122.124
"8632","01",375000,4,2.75,1890,3,980,910,1981,0,98106,47.5528,-122.356
"8633","07",665000,3,2.5,3136,5,3136,0,1910,0,98070,47.3999,-122.472
"8634","03",760000,4,3.25,2590,3,2590,0,2013,0,98007,47.6259,-122.142
"8635","12",469000,3,1.75,1480,3,1000,480,2014,0,98136,47.5493,-122.387
"8636","08",408000,3,3,1500,3,1120,380,2000,0,98122,47.6063,-122.305
"8637","10",851000,3,2.75,2660,4,1330,1330,1971,0,98008,47.5868,-122.116
"8638","07",410000,2,2,1350,3,1350,0,2007,0,98053,47.7192,-122.024
"8639","06",560000,4,2.5,2480,5,1510,970,1959,0,98028,47.7638,-122.265
"8640","10",903000,3,2.75,3860,4,3860,0,1984,0,98006,47.549,-122.141
"8641","01",998500,3,1.75,2140,3,1690,450,1905,0,98112,47.6311,-122.312
"8642","07",268500,4,1.75,1820,3,1120,700,1959,0,98032,47.3743,-122.295
"8643","10",494950,2,1.75,2220,4,2220,0,1970,0,98072,47.7403,-122.129
"8644","08",1130000,4,2.5,2660,3,2660,0,1999,0,98004,47.5894,-122.197
"8645","11",250000,3,2,1470,4,1470,0,1942,0,98030,47.3734,-122.193
"8646","03",449000,4,1.75,2350,4,1250,1100,1971,0,98027,47.4816,-122.005
"8647","01",1225000,3,2.25,2980,3,2530,450,1964,0,98112,47.6336,-122.29
"8648","03",325000,4,2,1870,3,1870,0,1966,0,98055,47.4619,-122.196
"8649","06",506000,5,3,2430,4,1370,1060,1957,0,98008,47.603,-122.12
"8650","03",751000,4,2.5,2790,3,2790,0,2003,0,98027,47.5349,-122.066
"8651","08",280000,3,2.5,1370,3,1370,0,1993,0,98045,47.4469,-121.775
"8652","05",1120000,4,2.25,4470,3,4470,0,1988,0,98072,47.7289,-122.127
"8653","09",580000,3,1.75,2040,3,2040,0,1980,0,98053,47.6536,-122.045
"8654","04",665000,4,2.25,2340,5,1700,640,1963,0,98008,47.6202,-122.112
"8655","05",450000,4,2.5,2520,3,2520,0,1999,0,98019,47.7233,-121.959
"8656","04",265000,3,1.75,1330,3,1330,0,1983,0,98188,47.4403,-122.271
"8657","11",398000,3,1.5,1310,3,1310,0,1998,0,98144,47.5879,-122.299
"8658","04",339950,4,2.5,2260,3,2260,0,1999,0,98030,47.3642,-122.174
"8659","10",325000,2,2,970,3,970,0,1983,0,98034,47.7223,-122.16
"8660","08",998800,3,2,2250,4,2250,0,1955,0,98177,47.7077,-122.378
"8661","09",350000,4,2.5,1530,3,1530,0,1914,0,98144,47.5766,-122.309
"8662","08",1e+06,4,1.75,1780,5,1780,0,1967,0,98004,47.6273,-122.194
"8663","03",561000,3,2.5,2120,3,2120,0,2005,0,98053,47.6811,-122.034
"8664","10",845000,4,3,2390,5,1460,930,1931,0,98103,47.6857,-122.331
"8665","09",314500,4,2.5,2390,3,2390,0,1996,0,98010,47.3289,-122.001
"8666","06",650000,3,1.75,2920,4,1620,1300,1981,0,98006,47.5491,-122.151
"8667","06",870000,4,2.5,3340,3,2470,870,1998,0,98126,47.5858,-122.379
"8668","08",527000,3,2.25,2240,3,1440,800,1979,0,98125,47.7034,-122.315
"8669","02",290000,3,2.5,2360,3,2360,0,1991,0,98022,47.2114,-122.009
"8670","10",1662000,4,2.75,3520,4,1950,1570,1951,0,98136,47.525,-122.393
"8671","08",499990,3,1.75,1730,3,1220,510,1977,0,98052,47.6478,-122.113
"8672","10",315000,3,1.75,1170,3,720,450,1943,2013,98106,47.5306,-122.354
"8673","10",425000,4,2.25,3680,4,3680,0,1981,0,98042,47.3219,-122.085
"8674","02",630000,3,2.5,2900,3,2900,0,1987,0,98077,47.7731,-122.086
"8675","11",365000,3,1.75,1290,3,1290,0,1971,0,98034,47.7329,-122.237
"8676","11",774000,4,2.75,2010,5,2010,0,1901,0,98199,47.6607,-122.396
"8677","04",368888,3,1.5,1490,4,1490,0,1950,0,98155,47.7739,-122.322
"8678","10",339500,4,2.5,1930,3,1930,0,1994,0,98038,47.3644,-122.04
"8679","09",344950,4,1.75,2240,4,1120,1120,1956,0,98133,47.7466,-122.34
"8680","11",450000,3,2,2320,3,2320,0,1952,1994,98166,47.4519,-122.363
"8681","11",814950,4,2.75,2990,3,2990,0,2014,0,98052,47.7107,-122.11
"8682","09",299900,4,2.5,2200,3,2200,0,2003,0,98042,47.3482,-122.153
"8683","02",315000,3,2,1500,4,1500,0,1967,0,98058,47.4484,-122.158
"8684","12",880000,3,1.75,3860,3,1930,1930,1970,0,98155,47.7431,-122.29
"8685","12",195000,3,1.5,1430,4,1030,400,1977,0,98042,47.3644,-122.094
"8686","12",910000,5,2.75,3750,3,3750,0,2001,0,98074,47.6039,-122.06
"8687","08",540000,5,2.5,3100,3,3100,0,2002,0,98019,47.738,-121.965
"8688","05",306000,3,2.5,1870,3,1870,0,2005,0,98042,47.3992,-122.163
"8689","10",272000,4,2.25,2040,4,1580,460,1978,0,98023,47.3169,-122.365
"8690","12",1295000,5,3.5,3700,3,2750,950,1950,2014,98105,47.669,-122.275
"8691","10",450000,3,1.75,3150,3,2370,780,1970,0,98027,47.5571,-122.08
"8692","07",450000,3,2.5,1990,3,1990,0,1993,0,98028,47.7347,-122.226
"8693","05",530000,2,2.25,2080,4,1180,900,1954,0,98042,47.3628,-122.147
"8694","01",435000,4,2.5,2060,4,1560,500,1979,0,98028,47.764,-122.262
"8695","05",485000,3,2,1590,4,1590,0,1948,0,98177,47.7762,-122.367
"8696","07",690000,3,1.5,1760,3,1760,0,1922,0,98102,47.6401,-122.32
"8697","04",305000,4,2.5,1620,3,1620,0,2008,0,98038,47.3661,-122.02
"8698","11",3e+05,3,1.75,1210,3,1210,0,1975,0,98058,47.4572,-122.169
"8699","01",289950,4,3,2040,3,1490,550,1993,0,98092,47.3266,-122.175
"8700","11",575000,3,2.5,2270,3,2270,0,1990,0,98011,47.7388,-122.206
"8701","06",1820000,4,4.5,6640,3,6640,0,1993,0,98077,47.7283,-122.046
"8702","07",219000,3,1.5,1060,4,1060,0,1962,0,98023,47.3229,-122.348
"8703","07",265000,4,3,1940,4,1940,0,1948,0,98155,47.7381,-122.302
"8704","07",1105000,5,3.25,3070,3,2050,1020,2006,0,98103,47.6742,-122.356
"8705","04",545000,4,2.75,2180,4,1210,970,1959,0,98146,47.4961,-122.366
"8706","03",378000,3,2.5,2130,3,2130,0,1991,0,98058,47.4623,-122.13
"8707","03",388000,2,1.75,800,4,800,0,1922,0,98136,47.5559,-122.396
"8708","11",425000,4,2.25,2200,3,1250,950,1959,0,98155,47.753,-122.317
"8709","07",536000,2,1.5,1130,3,1030,100,2009,0,98107,47.6684,-122.363
"8710","05",1175000,3,2.5,1970,3,1100,870,1937,1998,98136,47.5495,-122.398
"8711","03",629950,3,2.5,1680,3,1120,560,2014,0,98119,47.6425,-122.374
"8712","06",465000,4,1.75,1470,3,980,490,1955,0,98125,47.7048,-122.315
"8713","08",545000,4,2.25,2390,4,2390,0,1969,0,98072,47.7566,-122.113
"8714","01",592000,4,2.5,2300,4,2300,0,1979,0,98008,47.5794,-122.118
"8715","08",446000,4,2,2280,3,1140,1140,1957,1984,98038,47.4067,-122.03
"8716","07",375000,3,2.5,1330,3,1330,0,2004,0,98117,47.6836,-122.387
"8717","06",632500,5,2.5,2640,3,2640,0,2003,0,98053,47.6827,-122.038
"8718","08",459950,4,1.75,2430,3,1780,650,1974,0,98155,47.7687,-122.276
"8719","06",485000,4,2.5,2470,3,2470,0,1989,0,98092,47.3064,-122.108
"8720","06",251750,3,2,1320,5,1320,0,1975,0,98031,47.3947,-122.174
"8721","05",725000,3,2.5,2810,3,2810,0,2001,0,98074,47.6077,-122.02
